CUSIP,mid
912810RP5,99-141
912810RP5,99-140
912810RP5,99-137
912810RP5,99-136
912810RP5,99-135
912810RP5,99-13+
912810RP5,99-133
912810RP5,99-132
912810RP5,99-131
912810RP5,99-130
912810RP5,99-127
912810RP5,99-126
912810RP5,99-125
912810RP5,99-12+
912810RP5,99-123
912810RP5,99-122
912810RP5,99-121
912810RP5,99-120
912810RP5,99-117
912810RP5,99-116
912810RP5,99-115
912810RP5,99-11+
912810RP5,99-113
912810RP5,99-112
912810RP5,99-111
912810RP5,99-110
912810RP5,99-107
912810RP5,99-106
912810RP5,99-105
912810RP5,99-10+
912810RP5,99-103
912810RP5,99-102
912810RP5,99-101
912810RP5,99-100
912810RP5,99-097
912810RP5,99-096
912810RP5,99-095
912810RP5,99-09+
912810RP5,99-093
912810RP5,99-092
912810RP5,99-091
912810RP5,99-090
912810RP5,99-087
912810RP5,99-086
912810RP5,99-085
912810RP5,99-08+
912810RP5,99-083
912810RP5,99-082
912810RP5,99-081
912810RP5,99-080
912810RP5,99-077
912810RP5,99-076
912810RP5,99-075
912810RP5,99-07+
912810RP5,99-073
912810RP5,99-072
912810RP5,99-071
912810RP5,99-070
912810RP5,99-067
912810RP5,99-066
912810RP5,99-065
912810RP5,99-06+
912810RP5,99-063
912810RP5,99-062
912810RP5,99-061
912810RP5,99-060
912810RP5,99-057
912810RP5,99-056
912810RP5,99-055
912810RP5,99-05+
912810RP5,99-053
912810RP5,99-052
912810RP5,99-051
912810RP5,99-050
912810RP5,99-047
912810RP5,99-046
912810RP5,99-045
912810RP5,99-04+
912810RP5,99-043
912810RP5,99-042
912810RP5,99-041
912810RP5,99-040
912810RP5,99-037
912810RP5,99-036
912810RP5,99-035
912810RP5,99-03+
912810RP5,99-033
912810RP5,99-032
912810RP5,99-031
912810RP5,99-030
912810RP5,99-027
912810RP5,99-026
912810RP5,99-025
912810RP5,99-02+
912810RP5,99-023
912810RP5,99-022
912810RP5,99-021
912810RP5,99-020
912810RP5,99-017
912810RP5,99-016
912810RP5,99-015
912810RP5,99-01+
912810RP5,99-013
912810RP5,99-012
912810RP5,99-011
912810RP5,99-010
912810RP5,99-007
912810RP5,99-006
912810RP5,99-005
912810RP5,99-00+
912810RP5,99-003
912810RP5,99-002
912810RP5,99-001
